"date","borough","coords_cbd","ridership"
2025-01-22,"Bronx",FALSE,219541
2025-01-22,"Brooklyn",FALSE,NA
2025-01-22,"Brooklyn",TRUE,NA
2025-01-22,"Manhattan",FALSE,NA
2025-01-22,"Manhattan",TRUE,NA
2025-01-22,"Queens",FALSE,NA
2025-01-23,"Bronx",FALSE,227970
2025-01-23,"Brooklyn",FALSE,NA
2025-01-23,"Brooklyn",TRUE,NA
2025-01-23,"Manhattan",FALSE,NA
2025-01-23,"Manhattan",TRUE,NA
2025-01-23,"Queens",FALSE,NA
2025-01-24,"Bronx",FALSE,226423
2025-01-24,"Brooklyn",FALSE,NA
2025-01-24,"Brooklyn",TRUE,17249
2025-01-24,"Manhattan",FALSE,NA
2025-01-24,"Manhattan",TRUE,NA
2025-01-24,"Queens",FALSE,NA
2025-01-25,"Bronx",FALSE,133386
2025-01-25,"Brooklyn",FALSE,NA
2025-01-25,"Brooklyn",TRUE,16268
2025-01-25,"Manhattan",FALSE,NA
2025-01-25,"Manhattan",TRUE,NA
2025-01-25,"Queens",FALSE,NA
2025-01-26,"Bronx",FALSE,103948
2025-01-26,"Brooklyn",FALSE,NA
2025-01-26,"Brooklyn",TRUE,12530
2025-01-26,"Manhattan",FALSE,NA
2025-01-26,"Manhattan",TRUE,NA
2025-01-26,"Queens",FALSE,243483
2025-01-27,"Bronx",FALSE,234589
2025-01-27,"Brooklyn",FALSE,NA
2025-01-27,"Brooklyn",TRUE,17881
2025-01-27,"Manhattan",FALSE,NA
2025-01-27,"Manhattan",TRUE,NA
2025-01-27,"Queens",FALSE,NA
2025-01-28,"Bronx",FALSE,243875
2025-01-28,"Brooklyn",FALSE,NA
2025-01-28,"Brooklyn",TRUE,NA
2025-01-28,"Manhattan",FALSE,NA
2025-01-28,"Manhattan",TRUE,NA
2025-01-28,"Queens",FALSE,NA
2025-01-29,"Bronx",FALSE,226389
2025-01-29,"Brooklyn",FALSE,NA
2025-01-29,"Brooklyn",TRUE,NA
2025-01-29,"Manhattan",FALSE,NA
2025-01-29,"Manhattan",TRUE,NA
2025-01-29,"Queens",FALSE,NA
2025-01-30,"Bronx",FALSE,247157
2025-01-30,"Brooklyn",FALSE,NA
2025-01-30,"Brooklyn",TRUE,NA
2025-01-30,"Manhattan",FALSE,NA
2025-01-30,"Manhattan",TRUE,NA
2025-01-30,"Queens",FALSE,NA
2025-01-31,"Bronx",FALSE,231229
2025-01-31,"Brooklyn",FALSE,NA
2025-01-31,"Brooklyn",TRUE,16225
2025-01-31,"Manhattan",FALSE,NA
