"STATION","NAME","DATE","PRCP","SNOW","SNWD","TMIN","WT01","WT02","WT03","WT04","WT06","WT08"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-01-25","0.00","0.0","1.2","18",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-01-26","0.00","0.0","0.0","29",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-01-27","0.00","0.0","0.0","29",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-01-28","0.00","0.0","0.0","30",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-01-29","0.00","0.0","0.0","34",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-01-30","0.00","0.0","0.0","26",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-01-31","0.15","0.0","0.0","40",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-02-01","0.01","0.0","0.0","23","    1",,,,,"    1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-02-02","0.09","0.0","0.0","19",,,,"    1",,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-02-03","0.00","0.0","0.0","32",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-02-04","0.00","0.0","0.0","33",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-02-05","0.00","0.0","0.0","29",,,,,,"    1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-02-06","0.25","0.2","0.0","33","    1",,,"    1",,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-02-07","0.00","0.0","0.0","31","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-02-08","0.67","3.3","0.0","27","    1",,,"    1",,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-02-09","0.05","0.1","3.1","34","    1",,,"    1","    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-02-10","0.00","0.0","1.2","30",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-02-11","0.14","1.3","1.2","26","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-02-12","0.13","0.5","3.1","33","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-02-13","0.20","0.0","2.0","38","    1","    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-02-14","0.00","0.0","0.0","32",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-02-15","0.53","1.0","0.0","28","    1",,,"    1",,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-02-16","1.10","0.0","0.0","36","    1","    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-02-17","0.00","0.0","0.0","29",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-02-18","0.00","0.0","0.0","22",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-02-19","0.00","0.0","0.0","20",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-02-20","0.00","0.1","0.0","20",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-02-21","0.00","0.0","0.0","24",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-02-22","0.00","0.0","0.0","23",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-02-23","0.00","0.0","0.0","33",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-02-24","0.00","0.0","0.0","33",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-02-25","0.00","0.0","0.0","39",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-02-26","0.00","0.0","0.0","39",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-02-27","0.00","0.0","0.0","44",,,,,,"    1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-02-28","0.00","0.0","0.0","42",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-03-01","0.00","0.0","0.0","30",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-03-02","0.00","0.0","0.0","23",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-03-03","0.00","0.0","0.0","24",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-03-04","0.00","0.0","0.0","30",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-03-05","1.49","0.0","0.0","42","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-03-06","0.01","0.0","0.0","38","    1","    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-03-07","0.00","0.0","0.0","37",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-03-08","0.00","0.0","0.0","38",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-03-09","0.00","0.0","0.0","34",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-03-10","0.00","0.0","0.0","39",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-03-11","0.00","0.0","0.0","37",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-03-12","0.00","0.0","0.0","42",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-03-13","0.00","0.0","0.0","38",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-03-14","0.00","0.0","0.0","42","    1",,,,,"    1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-03-15","0.01","0.0","0.0","43","    1","    1",,,,"    1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-03-16","0.06","0.0","0.0","48","    1","    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-03-17","0.82","0.0","0.0","41","    1","    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-03-18","0.00","0.0","0.0","37",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-03-19","0.00","0.0","0.0","38","    1","    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-03-20","0.41","0.0","0.0","42","    1","    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-03-21","0.06","0.0","0.0","40","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-03-22","0.00","0.0","0.0","38",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-03-23","0.00","0.0","0.0","32",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-03-24","0.83","0.0","0.0","40","    1","    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-03-25","0.00","0.0","0.0","44","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-03-26","0.01","0.0","0.0","39",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-03-27","0.00","0.0","0.0","35",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-03-28","0.01","0.0","0.0","42",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-03-29","0.01","0.0","0.0","44",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-03-30","0.02","0.0","0.0","44","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-03-31","0.51","0.0","0.0","48","    1","    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-04-01","0.12","0.0","0.0","43","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-04-02","0.01","0.0","0.0","37",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-04-03","0.09","0.0","0.0","45","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-04-04","0.09","0.0","0.0","57","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-04-05","0.15","0.0","0.0","45","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-04-06","0.02","0.0","0.0","45","    1",,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-04-07","0.17","0.0","0.0","40","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-04-08","0.01","0.0","0.0","36","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-04-09","0.00","0.0","0.0","32",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-04-10","0.00","0.0","0.0","39",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-04-11","0.45","0.0","0.0","40","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-04-12","0.57","0.0","0.0","38","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-04-13","0.04","0.0","0.0","40","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-04-14","0.03","0.0","0.0","43","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-04-15","0.01","0.0","0.0","47","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-04-16","0.00","0.0","0.0","45",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-04-17","0.00","0.0","0.0","43",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-04-18","0.00","0.0","0.0","40",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-04-19","0.00","0.0","0.0","52",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-04-20","0.00","0.0","0.0","52",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-04-21","0.00","0.0","0.0","47",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-04-22","0.00","0.0",,"50","    1",,,,,"    1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-04-23","0.00","0.0","0.0","50",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-04-24","0.00","0.0","0.0","47",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-04-25","0.00","0.0","0.0","52","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-04-26","0.41","0.0","0.0","54","    1","    1","    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-04-27","0.00","0.0","0.0","49",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-04-28","0.00","0.0","0.0","53",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-04-29","0.00","0.0","0.0","50",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-04-30","0.00","0.0","0.0","58",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-05-01","0.00","0.0","0.0","50",,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-05-02","0.00","0.0","0.0","56","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-05-03","0.00","0.0","0.0","55",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-05-04","0.41","0.0","0.0","58","    1","    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-05-05","1.02","0.0","0.0","59","    1","    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-05-06","0.05","0.0","0.0","54","    1","    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-05-07","0.00","0.0","0.0","54",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-05-08","0.00","0.0","0.0","58",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-05-09","0.25","0.0","0.0","54","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-05-10","0.00","0.0","0.0","52",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-05-11","0.00","0.0","0.0","54",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-05-12","0.00","0.0","0.0","52",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-05-13","0.20","0.0","0.0","59","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-05-14","0.62","0.0","0.0","60","    1","    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-05-15","0.01","0.0","0.0","61","    1","    1",,,,"    1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-05-16","0.07","0.0","0.0","61","    1","    1","    1",,,"    1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-05-17","0.00","0.0","0.0","61","    1","    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-05-18","0.00","0.0","0.0","63",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-05-19","0.00","0.0","0.0","53",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-05-20","0.00","0.0","0.0","50",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-05-21","0.13","0.0","0.0","50","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-05-22","0.87","0.0","0.0","49","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-05-23","0.05","0.0","0.0","48","    1",,,,,"    1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-05-24","0.00","0.0","0.0","51",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-05-25","0.00","0.0","0.0","54",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-05-26","0.00","0.0","0.0","54",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-05-27","0.00","0.0","0.0","54",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-05-28","0.15","0.0","0.0","55","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-05-29","0.12","0.0","0.0","57","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-05-30","0.06","0.0","0.0","58","    1",,,,,"    1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-05-31","0.42","0.0","0.0","55","    1",,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-06-01","0.00","0.0","0.0","52",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-06-02","0.00","0.0","0.0","52",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-06-03","0.00","0.0","0.0","54",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-06-04","0.00","0.0","0.0","59",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-06-05","0.00","0.0","0.0","64",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-06-06","0.00","0.0","0.0","68",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-06-07","0.33","0.0","0.0","66","    1","    1","    1",,,"    1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-06-08","0.01","0.0","0.0","63","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-06-09","0.05","0.0","0.0","62","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-06-10","0.15","0.0","0.0","63","    1","    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-06-11","0.00","0.0","0.0","65",,,,,,"    1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-06-12","0.00","0.0","0.0","67",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-06-13","0.00","0.0","0.0","66",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-06-14","1.00","0.0","0.0","60","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-06-15","0.07","0.0","0.0","59","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-06-16","0.00","0.0","0.0","61","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-06-17","0.06","0.0","0.0","64","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-06-18","0.27","0.0","0.0","65","    1","    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-06-19","0.29","0.0","0.0","68","    1","    1","    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-06-20","0.00","0.0","0.0","69",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-06-21","0.00","0.0","0.0","70",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-06-22","0.08","0.0","0.0","72","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-06-23","0.00","0.0","0.0","75","    1",,,,,"    1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-06-24","0.00","0.0","0.0","76","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-06-25","0.06","0.0","0.0","81",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-06-26","0.08","0.0","0.0","68",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-06-27","0.00","0.0","0.0","64",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-06-28","0.08","0.0","0.0","64","    1",,,,,"    1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-06-29","0.00","0.0","0.0","74","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-06-30","0.03","0.0","0.0","71","    1","    1","    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-07-01","0.38","0.0","0.0","74","    1",,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-07-02","0.01","0.0","0.0","73","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-07-03","0.00","0.0","0.0","72","    1",,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-07-04","0.00","0.0","0.0","68","    1",,,,,"    1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-07-05","0.00","0.0","0.0","67",,,,,,"    1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-07-06","0.00","0.0","0.0","71",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-07-07","0.01","0.0","0.0","75","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-07-08","0.26","0.0","0.0","75","    1",,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-07-09","0.06","0.0","0.0","75","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-07-10","0.06","0.0","0.0","73","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-07-11","0.00","0.0","0.0","72","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-07-12","0.00","0.0","0.0","72",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-07-13","0.02","0.0","0.0","72","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-07-14","1.02","0.0","0.0","74","    1",,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-07-15","0.35","0.0","0.0","74","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-07-16","0.00","0.0","0.0","77",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-07-17","0.00","0.0","0.0","78",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-07-18","0.00","0.0","0.0","75",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-07-19","0.03","0.0","0.0","70",,,,,,"    1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-07-20","0.16","0.0","0.0","75","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-07-21","0.00","0.0","0.0","72",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-07-22","0.00","0.0","0.0","68",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-07-23","0.00","0.0","0.0","66",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-07-24","0.00","0.0","0.0","70",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-07-25","0.12","0.0","0.0","74",,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-07-26","0.00","0.0","0.0","75",,,,,,"    1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-07-27","0.01","0.0","0.0","72","    1",,,,,"    1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-07-28","0.00","0.0","0.0","73",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-07-29","0.00","0.0","0.0","75",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-07-30","0.00","0.0","0.0","80",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-07-31","0.64","0.0","0.0","67","    1",,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-08-01","0.00","0.0","0.0","65","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-08-02","0.00","0.0","0.0","62",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-08-03","0.00","0.0","0.0","63",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-08-04","0.00","0.0","0.0","66",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-08-05","0.00","0.0","0.0","68",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-08-06","0.02","0.0","0.0","67",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-08-07","0.00","0.0","0.0","64",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-08-08","0.00","0.0","0.0","60",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-08-09","0.00","0.0","0.0","58",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-08-10","0.00","0.0","0.0","66",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-08-11","0.00","0.0","0.0","68",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-08-12","0.00","0.0",,"68",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-08-13","0.57","0.0",,"72","    1",,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-08-14","0.00","0.0","0.0","74",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-08-15","0.00","0.0","0.0","74",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-08-16","0.00","0.0","0.0","74",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-08-17","0.08","0.0","0.0","72","    1",,"    1",,,"    1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-08-18","0.00","0.0","0.0","64",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-08-19","0.00","0.0","0.0","62",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-08-20","0.99","0.0","0.0","61","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-08-21","0.04","0.0","0.0","61","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-08-22","0.00","0.0","0.0","60",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-08-23","0.00","0.0","0.0","65",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-08-24","0.00","0.0","0.0","68",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-08-25","0.00","0.0","0.0","68",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-08-26","0.00","0.0","0.0","63",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-08-27","0.00","0.0","0.0","63",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-08-28","0.08","0.0","0.0","60",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-08-29","0.00","0.0","0.0","65",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-08-30","0.00","0.0","0.0","58",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-08-31","0.00","0.0","0.0","59",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-09-01","0.00","0.0","0.0","59",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-09-02","0.00","0.0","0.0","59",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-09-03","0.00","0.0","0.0","59",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-09-04","0.11","0.0","0.0","63",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-09-05","0.27","0.0","0.0","66",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-09-06","0.38","0.0","0.0","65",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-09-07","0.62","0.0","0.0","60",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-09-08","0.00","0.0","0.0","56",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-09-09","0.00","0.0","0.0","55",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-09-10","0.08","0.0","0.0","61",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-09-11","0.00","0.0","0.0","59",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-09-12","0.00","0.0","0.0","61",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-09-13","0.00","0.0","0.0","60",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-09-14","0.00","0.0","0.0","63",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-09-15","0.00","0.0","0.0","63",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-09-16","0.00","0.0","0.0","63",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-09-17","0.03","0.0","0.0","63",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-09-18","0.00","0.0","0.0","65",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2025-09-19","0.00","0.0","0.0","66",,,,,,
