"date","borough","ridership"
2025-03-24,"Queens",78922
2025-03-25,"Bronx",46208
2025-03-25,"Brooklyn",107638
2025-03-25,"Manhattan",135551
2025-03-25,"Queens",86554
2025-03-26,"Bronx",46367
2025-03-26,"Brooklyn",105529
2025-03-26,"Manhattan",135377
2025-03-26,"Queens",85333
2025-03-27,"Bronx",46050
2025-03-27,"Brooklyn",104033
2025-03-27,"Manhattan",135536
2025-03-27,"Queens",84699
2025-03-28,"Bronx",43181
2025-03-28,"Brooklyn",91882
2025-03-28,"Manhattan",122099
2025-03-28,"Queens",77002
2025-03-31,"Bronx",38383
2025-03-31,"Brooklyn",88032
2025-03-31,"Manhattan",116243
2025-03-31,"Queens",72179
2025-04-01,"Bronx",45626
2025-04-01,"Brooklyn",104111
2025-04-01,"Manhattan",132148
2025-04-01,"Queens",84233
2025-04-02,"Bronx",46606
2025-04-02,"Brooklyn",104585
2025-04-02,"Manhattan",132728
2025-04-02,"Queens",85246
2025-04-03,"Bronx",46057
2025-04-03,"Brooklyn",102190
2025-04-03,"Manhattan",132307
2025-04-03,"Queens",83522
2025-04-04,"Bronx",42781
2025-04-04,"Brooklyn",91810
2025-04-04,"Manhattan",121740
2025-04-04,"Queens",77986
2025-04-07,"Bronx",43368
2025-04-07,"Brooklyn",95739
2025-04-07,"Manhattan",129265
2025-04-07,"Queens",77867
2025-04-08,"Bronx",45987
2025-04-08,"Brooklyn",104348
2025-04-08,"Manhattan",136601
2025-04-08,"Queens",83509
2025-04-09,"Bronx",45817
2025-04-09,"Brooklyn",103861
2025-04-09,"Manhattan",137181
2025-04-09,"Queens",83337
2025-04-10,"Bronx",45571
2025-04-10,"Brooklyn",101486
2025-04-10,"Manhattan",134589
2025-04-10,"Queens",82289
2025-04-11,"Bronx",41681
2025-04-11,"Brooklyn",88335
2025-04-11,"Manhattan",121561
2025-04-11,"Queens",74641
2025-04-14,"Bronx",39631
2025-04-14,"Brooklyn",85318
2025-04-14,"Manhattan",121804
2025-04-14,"Queens",69778
2025-04-15,"Bronx",41279
2025-04-15,"Brooklyn",92071
2025-04-15,"Manhattan",128090
2025-04-15,"Queens",73047
2025-04-16,"Bronx",42133
2025-04-16,"Brooklyn",92578
2025-04-16,"Manhattan",130034
2025-04-16,"Queens",76727
2025-04-17,"Bronx",40367
2025-04-17,"Brooklyn",90227
2025-04-17,"Manhattan",127529
2025-04-17,"Queens",75707
2025-04-18,"Bronx",34014
2025-04-18,"Brooklyn",75122
2025-04-18,"Manhattan",111899
2025-04-18,"Queens",63941
2025-04-21,"Bronx",39859
2025-04-21,"Brooklyn",89524
2025-04-21,"Manhattan",119527
2025-04-21,"Queens",74991
2025-04-22,"Bronx",43819
2025-04-22,"Brooklyn",98974
2025-04-22,"Manhattan",126556
2025-04-22,"Queens",81011
2025-04-23,"Bronx",44736
2025-04-23,"Brooklyn",100940
2025-04-23,"Manhattan",131743
2025-04-23,"Queens",81551
2025-04-24,"Bronx",44208
2025-04-24,"Brooklyn",98982
2025-04-24,"Manhattan",129430
2025-04-24,"Queens",81350
2025-04-25,"Bronx",41443
2025-04-25,"Brooklyn",88546
2025-04-25,"Manhattan",120154
2025-04-25,"Queens",74390
2025-04-28,"Bronx",42149
2025-04-28,"Brooklyn",93267
2025-04-28,"Manhattan",122089
2025-04-28,"Queens",75840
2025-04-29,"Bronx",44074
2025-04-29,"Brooklyn",99745
2025-04-29,"Manhattan",127221
2025-04-29,"Queens",79297
2025-04-30,"Bronx",44147
2025-04-30,"Brooklyn",100036
2025-04-30,"Manhattan",127602
2025-04-30,"Queens",80347
2025-05-01,"Bronx",44184
2025-05-01,"Brooklyn",98111
2025-05-01,"Manhattan",125834
2025-05-01,"Queens",78851
2025-05-02,"Bronx",40630
2025-05-02,"Brooklyn",86987
2025-05-02,"Manhattan",114262
2025-05-02,"Queens",71701
2025-05-05,"Bronx",41313
2025-05-05,"Brooklyn",91050
2025-05-05,"Manhattan",115392
2025-05-05,"Queens",72605
2025-05-06,"Bronx",42522
2025-05-06,"Brooklyn",95506
2025-05-06,"Manhattan",121892
2025-05-06,"Queens",75388
2025-05-07,"Bronx",44479
2025-05-07,"Brooklyn",98673
2025-05-07,"Manhattan",123076
2025-05-07,"Queens",77083
2025-05-08,"Bronx",44005
2025-05-08,"Brooklyn",97061
2025-05-08,"Manhattan",120353
2025-05-08,"Queens",76174
2025-05-09,"Bronx",39087
2025-05-09,"Brooklyn",82600
2025-05-09,"Manhattan",107155
2025-05-09,"Queens",68041
2025-05-12,"Bronx",42048
2025-05-12,"Brooklyn",90438
2025-05-12,"Manhattan",111319
2025-05-12,"Queens",71155
2025-05-13,"Bronx",44111
2025-05-13,"Brooklyn",95899
2025-05-13,"Manhattan",117008
2025-05-13,"Queens",74532
2025-05-14,"Bronx",42589
2025-05-14,"Brooklyn",93622
2025-05-14,"Manhattan",116871
2025-05-14,"Queens",73234
2025-05-15,"Bronx",43673
2025-05-15,"Brooklyn",94309
2025-05-15,"Manhattan",116177
2025-05-15,"Queens",74129
2025-05-16,"Bronx",40836
2025-05-16,"Brooklyn",86297
2025-05-16,"Manhattan",103244
2025-05-16,"Queens",67612
2025-05-19,"Bronx",40659
2025-05-19,"Brooklyn",89741
2025-05-19,"Manhattan",107065
2025-05-19,"Queens",68953
2025-05-20,"Bronx",42888
2025-05-20,"Brooklyn",96024
2025-05-20,"Manhattan",116360
2025-05-20,"Queens",73104
2025-05-21,"Bronx",43138
2025-05-21,"Brooklyn",95598
2025-05-21,"Manhattan",118050
2025-05-21,"Queens",72996
2025-05-22,"Bronx",40776
2025-05-22,"Brooklyn",90715
2025-05-22,"Manhattan",113157
2025-05-22,"Queens",70625
2025-05-23,"Bronx",39622
2025-05-23,"Brooklyn",83350
2025-05-23,"Manhattan",103855
2025-05-23,"Queens",65674
2025-05-26,"Bronx",19532
2025-05-26,"Brooklyn",40686
2025-05-26,"Manhattan",53197
2025-05-26,"Queens",33731
2025-05-27,"Bronx",40645
2025-05-27,"Brooklyn",90897
2025-05-27,"Manhattan",113472
2025-05-27,"Queens",69454
2025-05-28,"Bronx",42242
2025-05-28,"Brooklyn",93369
2025-05-28,"Manhattan",117153
2025-05-28,"Queens",71374
2025-05-29,"Bronx",41061
2025-05-29,"Brooklyn",91309
2025-05-29,"Manhattan",115871
2025-05-29,"Queens",70850
2025-05-30,"Bronx",39771
2025-05-30,"Brooklyn",82430
2025-05-30,"Manhattan",105241
2025-05-30,"Queens",65809
2025-06-02,"Bronx",39143
2025-06-02,"Brooklyn",83343
2025-06-02,"Manhattan",105577
2025-06-02,"Queens",64829
2025-06-03,"Bronx",41377
2025-06-03,"Brooklyn",89388
2025-06-03,"Manhattan",111098
2025-06-03,"Queens",68738
2025-06-04,"Bronx",42491
2025-06-04,"Brooklyn",91590
2025-06-04,"Manhattan",114078
2025-06-04,"Queens",70472
2025-06-05,"Bronx",40005
2025-06-05,"Brooklyn",85656
2025-06-05,"Manhattan",109345
2025-06-05,"Queens",67054
2025-06-06,"Bronx",36616
2025-06-06,"Brooklyn",76722
2025-06-06,"Manhattan",99714
2025-06-06,"Queens",60877
2025-06-09,"Bronx",38922
2025-06-09,"Brooklyn",81004
2025-06-09,"Manhattan",104375
2025-06-09,"Queens",64070
2025-06-10,"Bronx",40556
2025-06-10,"Brooklyn",85793
2025-06-10,"Manhattan",111900
2025-06-10,"Queens",66949
2025-06-11,"Bronx",42122
2025-06-11,"Brooklyn",87563
2025-06-11,"Manhattan",114059
2025-06-11,"Queens",69054
2025-06-12,"Bronx",41147
2025-06-12,"Brooklyn",85000
2025-06-12,"Manhattan",112920
2025-06-12,"Queens",68042
2025-06-13,"Bronx",38568
2025-06-13,"Brooklyn",76589
2025-06-13,"Manhattan",102593
2025-06-13,"Queens",63367
2025-06-16,"Bronx",39380
2025-06-16,"Brooklyn",78227
2025-06-16,"Manhattan",104944
2025-06-16,"Queens",63602
2025-06-17,"Bronx",41141
2025-06-17,"Brooklyn",82604
2025-06-17,"Manhattan",111543
2025-06-17,"Queens",67107
2025-06-18,"Bronx",41103
2025-06-18,"Brooklyn",83013
2025-06-18,"Manhattan",113058
2025-06-18,"Queens",67163
2025-06-19,"Bronx",29606
2025-06-19,"Brooklyn",56425
2025-06-19,"Manhattan",80246
2025-06-19,"Queens",51338
2025-06-20,"Bronx",37597
2025-06-20,"Brooklyn",70741
2025-06-20,"Manhattan",98248
2025-06-20,"Queens",59410
2025-06-23,"Bronx",37173
2025-06-23,"Brooklyn",73276
2025-06-23,"Manhattan",100208
2025-06-23,"Queens",59966
2025-06-24,"Bronx",36987
2025-06-24,"Brooklyn",73417
2025-06-24,"Manhattan",100464
2025-06-24,"Queens",61429
2025-06-25,"Bronx",38072
2025-06-25,"Brooklyn",74793
2025-06-25,"Manhattan",104548
2025-06-25,"Queens",62520
2025-06-26,"Bronx",38037
2025-06-26,"Brooklyn",74296
2025-06-26,"Manhattan",102468
2025-06-26,"Queens",62665
2025-06-27,"Bronx",35249
2025-06-27,"Brooklyn",65227
2025-06-27,"Manhattan",90545
2025-06-27,"Queens",57316
2025-06-30,"Bronx",34365
2025-06-30,"Brooklyn",65427
2025-06-30,"Manhattan",93431
2025-06-30,"Queens",57913
2025-07-01,"Bronx",99041
2025-07-01,"Brooklyn",287452
2025-07-01,"Manhattan",328970
2025-07-01,"Queens",178051
2025-07-02,"Bronx",101695
2025-07-02,"Brooklyn",288179
2025-07-02,"Manhattan",331109
2025-07-02,"Queens",178036
2025-07-03,"Bronx",96375
2025-07-03,"Brooklyn",269793
2025-07-03,"Manhattan",313424
2025-07-03,"Queens",174289
2025-07-04,"Bronx",43159
2025-07-04,"Brooklyn",128477
2025-07-04,"Manhattan",177866
2025-07-04,"Queens",89265
2025-07-07,"Bronx",99390
2025-07-07,"Brooklyn",276287
2025-07-07,"Manhattan",316800
2025-07-07,"Queens",171331
2025-07-08,"Bronx",104688
2025-07-08,"Brooklyn",296045
2025-07-08,"Manhattan",327795
2025-07-08,"Queens",179669
2025-07-09,"Bronx",107956
2025-07-09,"Brooklyn",298719
2025-07-09,"Manhattan",338029
2025-07-09,"Queens",186355
2025-07-10,"Bronx",106596
2025-07-10,"Brooklyn",295638
2025-07-10,"Manhattan",331915
2025-07-10,"Queens",184538
2025-07-11,"Bronx",96198
2025-07-11,"Brooklyn",263465
2025-07-11,"Manhattan",307542
2025-07-11,"Queens",172252
2025-07-14,"Bronx",102019
2025-07-14,"Brooklyn",287813
2025-07-14,"Manhattan",326144
2025-07-14,"Queens",177337
2025-07-15,"Bronx",107023
2025-07-15,"Brooklyn",299176
2025-07-15,"Manhattan",338723
2025-07-15,"Queens",181822
2025-07-16,"Bronx",108506
2025-07-16,"Brooklyn",303809
2025-07-16,"Manhattan",343890
2025-07-16,"Queens",183134
2025-07-17,"Bronx",105706
2025-07-17,"Brooklyn",299084
2025-07-17,"Manhattan",335522
2025-07-17,"Queens",180879
2025-07-18,"Bronx",95579
2025-07-18,"Brooklyn",262585
2025-07-18,"Manhattan",307610
2025-07-18,"Queens",174113
2025-07-21,"Bronx",101726
2025-07-21,"Brooklyn",288182
2025-07-21,"Manhattan",321691
2025-07-21,"Queens",176690
2025-07-22,"Bronx",108227
2025-07-22,"Brooklyn",299381
2025-07-22,"Manhattan",336217
2025-07-22,"Queens",182673
2025-07-23,"Bronx",109388
2025-07-23,"Brooklyn",303146
2025-07-23,"Manhattan",338397
2025-07-23,"Queens",184316
2025-07-24,"Bronx",107173
2025-07-24,"Brooklyn",299938
2025-07-24,"Manhattan",336820
2025-07-24,"Queens",180382
2025-07-25,"Bronx",94583
2025-07-25,"Brooklyn",263597
2025-07-25,"Manhattan",310550
2025-07-25,"Queens",168736
2025-07-28,"Bronx",100481
2025-07-28,"Brooklyn",280845
2025-07-28,"Manhattan",322449
2025-07-28,"Queens",174341
2025-07-29,"Bronx",105281
2025-07-29,"Brooklyn",291884
2025-07-29,"Manhattan",327838
2025-07-29,"Queens",176027
2025-07-30,"Bronx",105807
2025-07-30,"Brooklyn",294526
2025-07-30,"Manhattan",333248
2025-07-30,"Queens",175220
2025-07-31,"Bronx",105284
2025-07-31,"Brooklyn",291223
2025-07-31,"Manhattan",330611
2025-07-31,"Queens",176654
2025-08-01,"Bronx",93863
2025-08-01,"Brooklyn",255602
2025-08-01,"Manhattan",297314
2025-08-01,"Queens",166569
2025-08-04,"Bronx",100526
2025-08-04,"Brooklyn",278126
2025-08-04,"Manhattan",314043
2025-08-04,"Queens",173510
2025-08-05,"Bronx",105720
2025-08-05,"Brooklyn",289775
2025-08-05,"Manhattan",327825
2025-08-05,"Queens",176660
2025-08-06,"Bronx",106107
2025-08-06,"Brooklyn",295979
2025-08-06,"Manhattan",333663
2025-08-06,"Queens",178135
2025-08-07,"Bronx",104870
2025-08-07,"Brooklyn",291495
2025-08-07,"Manhattan",329371
2025-08-07,"Queens",176128
2025-08-08,"Bronx",94719
2025-08-08,"Brooklyn",255301
2025-08-08,"Manhattan",301760
2025-08-08,"Queens",169847
2025-08-11,"Bronx",97923
2025-08-11,"Brooklyn",273352
2025-08-11,"Manhattan",310348
2025-08-11,"Queens",168170
2025-08-12,"Bronx",103555
2025-08-12,"Brooklyn",288178
2025-08-12,"Manhattan",327110
2025-08-12,"Queens",172530
2025-08-13,"Bronx",103012
2025-08-13,"Brooklyn",287092
2025-08-13,"Manhattan",327972
2025-08-13,"Queens",172293
2025-08-14,"Bronx",99767
2025-08-14,"Brooklyn",283541
2025-08-14,"Manhattan",321522
2025-08-14,"Queens",171470
2025-08-15,"Bronx",91843
2025-08-15,"Brooklyn",253164
2025-08-15,"Manhattan",295733
2025-08-15,"Queens",166035
2025-08-18,"Bronx",91399
2025-08-18,"Brooklyn",262458
2025-08-18,"Manhattan",299174
2025-08-18,"Queens",159321
2025-08-19,"Bronx",98797
2025-08-19,"Brooklyn",280758
2025-08-19,"Manhattan",319138
2025-08-19,"Queens",171172
2025-08-20,"Bronx",99608
2025-08-20,"Brooklyn",277520
2025-08-20,"Manhattan",319384
2025-08-20,"Queens",169599
2025-08-21,"Bronx",97115
2025-08-21,"Brooklyn",275849
2025-08-21,"Manhattan",310737
2025-08-21,"Queens",163257
2025-08-22,"Bronx",92176
2025-08-22,"Brooklyn",250723
2025-08-22,"Manhattan",294965
2025-08-22,"Queens",164506
2025-08-25,"Bronx",94402
2025-08-25,"Brooklyn",264085
2025-08-25,"Manhattan",302892
2025-08-25,"Queens",160818
2025-08-26,"Bronx",105854
2025-08-26,"Brooklyn",289508
2025-08-26,"Manhattan",327445
2025-08-26,"Queens",172866
2025-08-27,"Bronx",107756
2025-08-27,"Brooklyn",296876
2025-08-27,"Manhattan",329746
2025-08-27,"Queens",174197
2025-08-28,"Bronx",105170
2025-08-28,"Brooklyn",289501
2025-08-28,"Manhattan",321642
2025-08-28,"Queens",172000
2025-08-29,"Bronx",94674
2025-08-29,"Brooklyn",251967
2025-08-29,"Manhattan",292679
2025-08-29,"Queens",164641
2025-09-01,"Bronx",43043
2025-09-01,"Brooklyn",128304
2025-09-01,"Manhattan",163325
2025-09-01,"Queens",86626
2025-09-02,"Bronx",103966
2025-09-02,"Brooklyn",286667
2025-09-02,"Manhattan",314624
2025-09-02,"Queens",160056
2025-09-03,"Bronx",108712
2025-09-03,"Brooklyn",298302
2025-09-03,"Manhattan",324969
2025-09-03,"Queens",168680
2025-09-04,"Bronx",112806
2025-09-04,"Brooklyn",306537
2025-09-04,"Manhattan",331606
2025-09-04,"Queens",168808
2025-09-05,"Bronx",110855
2025-09-05,"Brooklyn",303701
2025-09-05,"Manhattan",328692
2025-09-05,"Queens",179100
2025-09-08,"Bronx",120162
2025-09-08,"Brooklyn",324411
2025-09-08,"Manhattan",339074
2025-09-08,"Queens",182688
2025-09-09,"Bronx",125111
2025-09-09,"Brooklyn",337873
2025-09-09,"Manhattan",349999
2025-09-09,"Queens",183579
2025-09-10,"Bronx",126550
2025-09-10,"Brooklyn",338283
2025-09-10,"Manhattan",353446
2025-09-10,"Queens",188946
2025-09-11,"Bronx",126531
2025-09-11,"Brooklyn",338353
2025-09-11,"Manhattan",350260
2025-09-11,"Queens",190586
2025-09-12,"Bronx",117966
2025-09-12,"Brooklyn",316450
2025-09-12,"Manhattan",336484
2025-09-12,"Queens",184153
2025-09-15,"Bronx",122283
2025-09-15,"Brooklyn",329604
2025-09-15,"Manhattan",338991
2025-09-15,"Queens",184755
2025-09-16,"Bronx",128330
2025-09-16,"Brooklyn",340910
2025-09-16,"Manhattan",348399
2025-09-16,"Queens",187912
2025-09-17,"Bronx",129536
2025-09-17,"Brooklyn",342172
2025-09-17,"Manhattan",352249
2025-09-17,"Queens",189960
2025-09-18,"Bronx",127054
2025-09-18,"Brooklyn",341738
2025-09-18,"Manhattan",353069
2025-09-18,"Queens",191672
2025-09-19,"Bronx",119205
2025-09-19,"Brooklyn",316624
2025-09-19,"Manhattan",333262
2025-09-19,"Queens",185161
2025-09-22,"Bronx",116546
2025-09-22,"Brooklyn",314764
2025-09-22,"Manhattan",333664
2025-09-22,"Queens",178829
2025-09-23,"Bronx",100472
2025-09-23,"Brooklyn",276734
2025-09-23,"Manhattan",314809
2025-09-23,"Queens",165015
2025-09-24,"Bronx",103232
2025-09-24,"Brooklyn",283480
2025-09-24,"Manhattan",319707
2025-09-24,"Queens",163845
2025-09-25,"Bronx",124736
2025-09-25,"Brooklyn",335427
2025-09-25,"Manhattan",349361
2025-09-25,"Queens",186297
2025-09-26,"Bronx",118229
2025-09-26,"Brooklyn",316519
2025-09-26,"Manhattan",334849
2025-09-26,"Queens",185165
2025-09-29,"Bronx",124086
2025-09-29,"Brooklyn",327032
2025-09-29,"Manhattan",337875
2025-09-29,"Queens",182556
2025-09-30,"Bronx",128115
2025-09-30,"Brooklyn",338039
2025-09-30,"Manhattan",345419
2025-09-30,"Queens",184613
2025-10-01,"Bronx",123932
2025-10-01,"Brooklyn",328069
2025-10-01,"Manhattan",347868
2025-10-01,"Queens",181969
2025-10-02,"Bronx",98919
2025-10-02,"Brooklyn",271234
2025-10-02,"Manhattan",309778
2025-10-02,"Queens",161625
2025-10-03,"Bronx",116870
2025-10-03,"Brooklyn",311902
2025-10-03,"Manhattan",332184
2025-10-03,"Queens",180086
2025-10-06,"Bronx",120269
2025-10-06,"Brooklyn",316304
2025-10-06,"Manhattan",335946
2025-10-06,"Queens",180579
2025-10-07,"Bronx",120896
2025-10-07,"Brooklyn",319989
2025-10-07,"Manhattan",339484
2025-10-07,"Queens",181150
2025-10-08,"Bronx",119969
2025-10-08,"Brooklyn",316260
2025-10-08,"Manhattan",338582
2025-10-08,"Queens",178371
2025-10-09,"Bronx",124532
2025-10-09,"Brooklyn",331368
2025-10-09,"Manhattan",350075
2025-10-09,"Queens",184554
2025-10-10,"Bronx",114260
2025-10-10,"Brooklyn",308101
2025-10-10,"Manhattan",326113
2025-10-10,"Queens",178317
2025-10-13,"Bronx",67327
2025-10-13,"Brooklyn",210466
2025-10-13,"Manhattan",256101
2025-10-13,"Queens",137142
2025-10-14,"Bronx",119522
2025-10-14,"Brooklyn",317554
2025-10-14,"Manhattan",343157
2025-10-14,"Queens",178717
2025-10-15,"Bronx",123442
2025-10-15,"Brooklyn",324542
2025-10-15,"Manhattan",343925
2025-10-15,"Queens",183476
2025-10-16,"Bronx",123355
2025-10-16,"Brooklyn",332794
2025-10-16,"Manhattan",351639
2025-10-16,"Queens",183173
2025-10-17,"Bronx",114415
2025-10-17,"Brooklyn",306680
2025-10-17,"Manhattan",331500
2025-10-17,"Queens",177411
2025-10-20,"Bronx",95023
2025-10-20,"Brooklyn",270562
2025-10-20,"Manhattan",305829
2025-10-20,"Queens",153785
2025-10-21,"Bronx",125731
2025-10-21,"Brooklyn",336456
2025-10-21,"Manhattan",346633
2025-10-21,"Queens",183969
2025-10-22,"Bronx",128186
2025-10-22,"Brooklyn",338987
2025-10-22,"Manhattan",353059
2025-10-22,"Queens",185281
2025-10-23,"Bronx",125181
2025-10-23,"Brooklyn",338394
2025-10-23,"Manhattan",351497
2025-10-23,"Queens",186297
2025-10-24,"Bronx",119181
2025-10-24,"Brooklyn",316283
2025-10-24,"Manhattan",339596
2025-10-24,"Queens",183604
2025-10-27,"Bronx",121212
2025-10-27,"Brooklyn",325393
2025-10-27,"Manhattan",336517
2025-10-27,"Queens",180193
2025-10-28,"Bronx",126859
2025-10-28,"Brooklyn",337865
2025-10-28,"Manhattan",350268
2025-10-28,"Queens",183228
2025-10-29,"Bronx",128217
2025-10-29,"Brooklyn",339165
2025-10-29,"Manhattan",347612
2025-10-29,"Queens",181803
2025-10-30,"Bronx",121194
2025-10-30,"Brooklyn",327614
2025-10-30,"Manhattan",345344
2025-10-30,"Queens",178415
2025-10-31,"Bronx",110661
2025-10-31,"Brooklyn",305563
2025-10-31,"Manhattan",327577
2025-10-31,"Queens",174389
2025-11-03,"Bronx",120945
2025-11-03,"Brooklyn",325691
2025-11-03,"Manhattan",338582
2025-11-03,"Queens",175853
2025-11-04,"Bronx",105533
2025-11-04,"Brooklyn",296796
2025-11-04,"Manhattan",319939
2025-11-04,"Queens",162052
2025-11-05,"Bronx",125056
2025-11-05,"Brooklyn",335248
2025-11-05,"Manhattan",336180
2025-11-05,"Queens",179909
2025-11-06,"Bronx",125418
2025-11-06,"Brooklyn",337290
2025-11-06,"Manhattan",336335
2025-11-06,"Queens",179887
2025-11-07,"Bronx",112148
2025-11-07,"Brooklyn",296297
2025-11-07,"Manhattan",327116
2025-11-07,"Queens",177494
2025-11-10,"Bronx",119092
2025-11-10,"Brooklyn",321124
2025-11-10,"Manhattan",330239
2025-11-10,"Queens",176490
2025-11-11,"Bronx",92465
2025-11-11,"Brooklyn",272488
2025-11-11,"Manhattan",299020
2025-11-11,"Queens",155389
2025-11-12,"Bronx",126893
2025-11-12,"Brooklyn",333293
2025-11-12,"Manhattan",337436
2025-11-12,"Queens",176514
2025-11-13,"Bronx",125890
2025-11-13,"Brooklyn",334857
2025-11-13,"Manhattan",336177
2025-11-13,"Queens",177622
2025-11-14,"Bronx",113989
2025-11-14,"Brooklyn",314124
2025-11-14,"Manhattan",324719
2025-11-14,"Queens",176027
2025-11-17,"Bronx",119751
2025-11-17,"Brooklyn",326177
2025-11-17,"Manhattan",326649
2025-11-17,"Queens",176598
2025-11-18,"Bronx",123823
2025-11-18,"Brooklyn",334249
2025-11-18,"Manhattan",327715
2025-11-18,"Queens",173447
2025-11-19,"Bronx",124366
2025-11-19,"Brooklyn",330446
2025-11-19,"Manhattan",326783
2025-11-19,"Queens",171059
2025-11-20,"Bronx",124520
2025-11-20,"Brooklyn",330756
2025-11-20,"Manhattan",328521
2025-11-20,"Queens",176430
2025-11-21,"Bronx",115247
2025-11-21,"Brooklyn",317581
2025-11-21,"Manhattan",327223
2025-11-21,"Queens",177531
2025-11-24,"Bronx",118128
2025-11-24,"Brooklyn",321970
2025-11-24,"Manhattan",328794
2025-11-24,"Queens",176481
2025-11-25,"Bronx",119386
2025-11-25,"Brooklyn",326677
2025-11-25,"Manhattan",320395
2025-11-25,"Queens",175192
2025-11-26,"Bronx",111201
2025-11-26,"Brooklyn",296193
2025-11-26,"Manhattan",302011
2025-11-26,"Queens",173738
2025-11-27,"Bronx",38437
2025-11-27,"Brooklyn",111079
2025-11-27,"Manhattan",171342
2025-11-27,"Queens",85152
2025-11-28,"Bronx",63489
2025-11-28,"Brooklyn",173860
2025-11-28,"Manhattan",200892
2025-11-28,"Queens",123480
2025-12-01,"Bronx",119395
2025-12-01,"Brooklyn",320074
2025-12-01,"Manhattan",315084
2025-12-01,"Queens",171978
2025-12-02,"Bronx",118416
2025-12-02,"Brooklyn",320663
2025-12-02,"Manhattan",312980
2025-12-02,"Queens",168560
2025-12-03,"Bronx",126120
2025-12-03,"Brooklyn",334092
2025-12-03,"Manhattan",321768
2025-12-03,"Queens",175635
2025-12-04,"Bronx",124661
2025-12-04,"Brooklyn",329960
2025-12-04,"Manhattan",326919
2025-12-04,"Queens",174069
2025-12-05,"Bronx",113996
2025-12-05,"Brooklyn",309168
2025-12-05,"Manhattan",312026
2025-12-05,"Queens",171354
2025-12-08,"Bronx",119469
2025-12-08,"Brooklyn",318945
2025-12-08,"Manhattan",319430
2025-12-08,"Queens",169772
2025-12-09,"Bronx",120985
2025-12-09,"Brooklyn",329479
2025-12-09,"Manhattan",314796
2025-12-09,"Queens",165472
2025-12-10,"Bronx",124283
2025-12-10,"Brooklyn",332404
2025-12-10,"Manhattan",317545
2025-12-10,"Queens",172660
2025-12-11,"Bronx",123576
2025-12-11,"Brooklyn",327941
2025-12-11,"Manhattan",322027
2025-12-11,"Queens",173391
2025-12-12,"Bronx",113972
2025-12-12,"Brooklyn",311414
2025-12-12,"Manhattan",312491
2025-12-12,"Queens",170507
2025-12-15,"Bronx",114270
2025-12-15,"Brooklyn",313674
2025-12-15,"Manhattan",312596
2025-12-15,"Queens",164834
2025-12-16,"Bronx",118380
2025-12-16,"Brooklyn",322138
2025-12-16,"Manhattan",314568
2025-12-16,"Queens",164892
2025-12-17,"Bronx",121807
2025-12-17,"Brooklyn",322043
2025-12-17,"Manhattan",314385
2025-12-17,"Queens",168459
2025-12-18,"Bronx",120737
2025-12-18,"Brooklyn",326316
2025-12-18,"Manhattan",315547
2025-12-18,"Queens",171170
2025-12-19,"Bronx",101954
2025-12-19,"Brooklyn",279262
2025-12-19,"Manhattan",290181
2025-12-19,"Queens",157592
2025-12-22,"Bronx",108550
2025-12-22,"Brooklyn",290904
2025-12-22,"Manhattan",290383
2025-12-22,"Queens",162112
2025-12-23,"Bronx",100439
2025-12-23,"Brooklyn",268052
2025-12-23,"Manhattan",280743
2025-12-23,"Queens",155541
2025-12-24,"Bronx",76341
2025-12-24,"Brooklyn",205196
2025-12-24,"Manhattan",229152
2025-12-24,"Queens",132959
2025-12-25,"Bronx",25615
2025-12-25,"Brooklyn",71917
2025-12-25,"Manhattan",114434
2025-12-25,"Queens",55408
2025-12-26,"Bronx",68538
2025-12-26,"Brooklyn",172166
2025-12-26,"Manhattan",198798
2025-12-26,"Queens",119686
2025-12-29,"Bronx",81515
2025-12-29,"Brooklyn",223939
2025-12-29,"Manhattan",247649
2025-12-29,"Queens",136330
2025-12-30,"Bronx",85123
2025-12-30,"Brooklyn",235335
2025-12-30,"Manhattan",257374
2025-12-30,"Queens",144062
